,LATITUDE,LONGITUDE
733,52.04049,47.36501
734,52.11998,46.96278
735,52.04285,47.37272
736,52.03883,47.36636
737,52.13809,47.0253
738,52.04555,47.3724
739,52.0398,47.38219
740,52.10215,47.46979
741,52.04481,47.36366
742,52.04741,47.36641
743,52.05793,47.36228
744,52.05683,47.36304
745,52.03975,47.38218
746,52.04016,47.36559
747,52.04777,47.37358
748,52.09794,47.73074
749,52.09015,47.69417
750,52.03976,47.38207
751,52.05782,47.36219
752,52.14246,46.89527
753,52.05767,47.36296
754,52.03939,47.38189
755,52.03935,47.38183
756,52.13428,46.86822
757,52.16117,47.11185
758,52.02841,48.7988
759,52.02924,48.79635
760,52.02057,48.82248
761,52.02737,48.79911
762,52.02805,48.77992
763,52.02965,48.78774
764,52.01222,48.80743
765,52.01167,48.81295
766,52.01532,48.82029
767,52.02193,48.81391
768,52.02809,48.77995
769,52.01789,48.81871
770,52.0224,48.82009
771,52.02833,48.79872
772,52.02876,48.79832
773,52.02837,48.76711
774,52.02859,48.75886
775,52.02903,48.79759
776,52.02515,48.79995
777,52.01727,47.84225
778,52.00469,47.81932
779,52.02773,48.78807
780,52.02534,48.80062
781,52.02908,48.82755
782,52.0254,48.82253
783,52.02858,48.75837
784,52.02292,48.81397
785,52.02837,48.78775
786,52.0135,48.81723
787,52.02786,48.78775
788,52.02894,48.79733
789,52.02561,48.79954
790,52.02903,48.7976
791,52.02023,47.84833
792,52.08772,47.68634
793,52.02667,48.79902
794,52.0183,48.81847
795,52.02864,48.75525
796,52.03027,48.7877
797,52.02486,48.79993
798,52.02873,48.75407
799,52.01984,48.81955
800,52.02911,48.75193
801,52.02333,48.81323
802,52.0229,48.81392
803,52.02846,48.79266
804,52.02403,48.80941
805,52.02793,48.82589
806,52.04706,48.72914
807,53.21184,48.40097
808,52.99985,48.32944
809,52.77225,48.23601
810,52.07798,48.42719
811,52.07025,48.12339
812,52.08098,48.67975
813,52.09888,48.29766
814,53.22142,48.74061
815,52.09091,48.66088
816,53.12013,48.33143
817,52.10022,48.64733
818,52.03696,48.74429
819,52.03276,48.78877
820,53.18821,48.20099
821,52.71223,48.26647
822,52.07727,48.69457
823,52.03919,48.74091
824,53.09375,48.35574
825,53.25127,49.16072
826,52.08186,48.44374
827,52.10726,48.5912
828,52.03244,48.78894
829,52.08233,48.40814
830,52.06684,48.01526
831,53.05739,48.3496
832,52.03536,47.83359
833,53.12223,48.31309
834,52.10913,48.59544
835,53.16799,48.28075
836,52.03228,48.83274
837,53.2218,48.75088
838,52.11012,48.61016
839,53.16797,48.28073
840,53.22003,48.7293
841,52.07702,48.20229
842,52.10744,48.32706
843,52.03353,48.83405
844,53.25085,49.15873
845,52.07981,48.68362
846,52.08733,48.39718
847,52.06053,48.7148
848,52.07495,48.41646
849,52.08325,48.40614
850,52.03244,48.74455
851,52.03217,48.78766
852,52.10212,48.64454
853,52.54724,48.0694
854,52.09948,48.37051
855,53.2513,49.16059
856,52.09204,48.49918
857,52.03871,48.73826
858,52.03244,48.74456
859,52.10436,48.6414
860,52.10936,48.59593
861,52.03365,48.83425
862,52.03205,48.78871
863,53.25228,49.15136
864,52.03358,48.83434
865,52.06967,48.107
866,53.20865,48.79666
867,53.11737,48.34209
868,53.12364,48.29658
869,52.07982,48.68361
870,52.07613,48.41456
871,52.79376,48.2316
872,52.06552,48.70956
873,52.30259,47.92669
874,53.25157,49.21247
875,52.05364,47.86788
876,52.44668,48.01019
877,52.63465,48.1868
878,53.20211,48.37927
879,53.25051,49.20219
880,52.08958,48.66305
881,52.05882,48.71666
882,53.20707,48.38713
883,52.08185,48.44374
884,53.19427,48.25398
885,52.42332,48.00825
886,52.76514,48.23837
887,52.09615,48.52359
888,52.11241,48.6174
889,53.25125,49.16053
890,52.54725,48.06942
891,52.0908,48.49215
892,52.09611,48.52354
893,53.24943,49.0224
894,52.08188,48.44374
895,52.10927,48.34377
896,53.0849,48.35442
897,53.35288,50.23292
898,53.24233,50.18991
899,53.23805,50.19379
900,53.35252,50.23314
901,53.35227,50.23416
902,53.17939,50.19195
903,53.35248,50.23317
904,53.42337,50.32076
905,53.24195,50.19782
906,53.21235,50.12626
907,53.34845,50.2326
908,53.24864,50.21743
909,52.98197,49.71712
910,53.00276,49.96434
911,53.32247,49.38993
912,53.2562,49.2436
913,53.72292,38.04652
914,53.79545,38.01197
915,51.13763,45.65041
916,51.97366,46.64546
917,52.1075,47.74491
918,52.04532,47.36308
919,52.03851,47.36634
920,52.03813,47.38312
921,52.09195,46.81115
922,52.05716,47.36292
923,52.03931,47.38181
924,52.04472,47.3634
925,52.09193,46.81113
926,52.04011,47.36566
927,52.05766,47.36256
928,52.02862,48.75722
929,52.02192,48.82312
930,52.02923,48.79634
931,52.02677,48.79905
932,52.02805,48.78636
933,52.03281,48.79155
934,52.03285,48.78776
935,52.23556,47.90439
936,53.21638,48.59402
937,52.08809,48.66595
938,52.07893,48.68738
939,52.46665,48.01693
940,53.20951,48.51901
941,52.08999,48.66234
942,53.21269,48.40991
943,53.21644,48.59403
944,52.06707,48.70787
945,53.20209,48.37931
946,53.168,48.28077
947,53.19496,48.26828
948,52.54061,48.055
949,52.03278,48.79153
950,53.18858,48.2073
951,53.35257,50.233
952,52.02848,48.78436
953,52.02891,48.78755
954,52.02903,48.79697
955,52.11234,48.6186
956,53.17939,50.19197
957,52.00833,48.80852
958,52.97388,49.70563
959,55.59148,37.59211
960,55.60835,37.70838
961,55.60846,37.70814
962,55.60846,37.70807
963,55.60531,37.35961
964,55.15336,37.47431
965,47.11241,39.41898
966,48.930717,40.39595
967,47.21599,39.68033
968,47.19931,39.62914
969,52.22919,104.30982
970,53.5,102.4
971,63.1928,75.4322
972,66.12038,76.67448
973,66.12051,76.67476
974,66.12049,76.67467
975,66.12044,76.67435
976,66.12043,76.67456
977,66.12047,76.67471
978,66.12039,76.67453
979,66.12043,76.67464
980,56.762634,60.60863
981,61.31862,63.34878
982,61.3173,63.34528
983,61.31957,63.33858
984,61.31181,63.33683
985,61.31349,63.34173
986,61.31199,63.33709
987,61.31138,63.34962
988,61.3089,63.32043
989,61.317314,63.34547
990,66.12047,76.674446
991,66.12047,76.67465
992,61.31334,63.34925
993,61.3089,63.320442
994,67.49156,64.05377
995,50.917,128.4703
996,62.04369,129.73749
997,62.04369,129.73762
998,62.05294,129.68618
999,62.00569,129.68223
1000,62.0437,129.73762
1001,61.9,129.6
1002,62.12096,129.77765
1003,62.04368,129.73709
1004,62.04369,129.73731
1005,53.035,158.64975
1006,53.03501,158.64983
1007,53.035,158.64982
1008,53.03502,158.64983
1009,55.29251,36.15685
1010,55.00972,36.55045
1011,55.29256,36.156853
1012,55.75222,37.61556
1013,55.833534,37.459553
1014,55.679005,37.557667
1015,55.79172,37.788338
1016,55.64567,37.34346
1017,55.16788,37.94469
1018,55.581882,37.900867
1019,55.683643,37.520958
1020,55.491795,37.72682
1021,55.7,36.9
1022,55.834614,37.278202
1023,55.93571,37.50456
1024,55.68363,37.52089
1025,55.65777,37.54138
1026,55.94867,37.33057
1027,55.70034,37.82569
1028,56.03362,37.28565
1029,55.8806,37.36714
1030,55.59297,37.77374
1031,55.93554,37.5046
1032,52.70684,58.66971
1033,52.72174,58.6624
1034,52.72173,58.66246
1035,54.8326,56.98406
1036,54.8331,56.98941
1037,54.99952,57.61644
1038,54.85565,57.13806
1039,54.9381,57.42498
1040,55.14867,58.17024
1041,55.04468,58.06826
1042,55.13059,58.13197
1043,56.13422,58.02773
1044,55.90248,58.20505
1045,54.97163,57.93162
1046,54.9709,57.91377
1047,55.44095,58.11779
1048,55.13259,58.13833
1049,54.9721,57.93218
1050,55.16273,58.16517
1051,55.16824,58.15977
1052,54.98019,57.94658
1053,56.15297,58.13166
1054,55.00372,57.71699
1055,54.98146,57.80641
1056,55.63177,58.30046
1057,55.10649,58.10589
1058,54.97353,57.88977
1059,54.97171,57.9317
1060,55.27977,58.13066
1061,55.55995,58.26962
1062,56.21342,58.34214
1063,54.96554,57.84895
1064,56.13479,58.02473
1065,55.18591,61.42188
1066,55.59619,37.58717
1067,55.59383,37.18328
1068,55.51982,37.8101
1069,55.90501,37.45702
1070,55.677673,37.746975
1071,55.52137,37.209858
1072,55.62029,37.46813
1073,52.70699,58.66964
1074,52.72171,58.66234
1075,54.97003,57.48642
1076,55.35945,58.01262
1077,55.01789,58.02118
1078,55.1285,58.1271
1079,55.37064,58.00039
1080,55.84485,58.23572
1081,54.96799,57.83026
1082,55.18149,58.14568
1083,56.15764,58.1715
1084,56.13511,58.02359
1085,55.81253,58.28709
1086,56.04891,58.20033
1087,56.12978,58.01992
1088,56.05115,59.60515
1089,55.83354,37.82145
1090,55.67777,37.63334
1091,55.57506,37.61074
1092,55.59664,37.58683
1093,55.82398,58.26105
1094,55.65499,37.84503
1095,55.59633,37.58759
1096,55.77169,37.67844
1097,55.77147,37.67869
1098,55.69816,37.32222
1099,55.84873,37.65268
1100,55.77166,37.67845
1101,55.54155,37.15237
1102,55.80592,37.52515
1103,55.83209,37.39505
1104,55.77167,37.67834
1105,55.57174,36.70297
1106,55.84891,37.65165
1107,55.60027,37.4693
1108,55.65568,37.64803
1109,55.9009,37.47376
1110,55.96303,37.52993
1111,55.8806,37.3671
1112,55.75696,37.61501
1113,55.62151,37.62265
1114,55.98053,37.1628
1115,55.809723,37.3672
1116,55.90826,37.722687
1117,55.831135,37.628605
1118,55.78932,37.66828
1119,55.77655,37.67668
1120,55.918797,37.883102
1121,55.60853,37.708054
1122,55.64563,37.34347
1123,55.77649,37.676712
1124,55.821686,37.56873
1125,55.76506,37.604355
1126,55.776199,37.67643
1127,55.77592,37.67608
1128,55.71228,37.88031
1129,55.654186,37.574406
1130,55.65548,37.830865
1131,55.504566,37.238007
1132,55.7,37.8
1133,55.776424,37.676674
1134,55.71233,37.88039
1135,55.608517,37.708008
1136,55.575054,37.668346
1137,55.775726,37.896645
1138,55.74467,37.86941
1139,55.1758,36.64687
1140,55.775967,37.67617
1141,55.776413,37.676662
1142,55.750504,37.815754
1143,55.602264,37.328682
1144,55.80602,37.5253
1145,55.98476,37.42094
1146,55.42548,37.76
1147,54.9277,37.36487
1148,55.97728,37.61267
1149,55.85945,37.32617
